,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Amount,Prune Method,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay
270,False,False,,False,90,,,11.28000020980835,53.45226526260376,68.97310018539429,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/basemodels/mnasnet_std,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,32.95999765396118,48.31883907318115,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.8/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.199999809265137,45.7378625869751,65.77211618423462,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/crd_std2/1,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,27.319997549057007,48.41147065162658,66.7485773563385,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
3,False,False,,False,90,,,9.5703125,51.01301670074463,77.44140625,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-03-23/13-16-48,0.0,L¹ Filter,1.0,1.0,,,,,0.0002
600,False,False,,False,200,,,9.219998121261597,47.10026383399963,65.85618257522583,0.1,StandardLoss,resnet50,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100/resnet50_teacher_200,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,11.220002174377441,43.71946454048157,59.544748067855835,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_l1_channels_resnet18/10,0.5,L¹ Filter,2.0,1.0,,,AMDA ResNet50,,0.0002
180,True,True,,True,60,,,10.180002450942993,23.7981379032135,50.504398345947266,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/pruning_amda/7,0.5,Random Weight,2.0,1.45,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,99.00000002235176,99.00000095367432,98.51267458871007,0.005,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_0_mixture_0.8_lr_0.005_decay_1e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,1e-05
300,False,True,,False,100,,,24.049997329711914,35.16716361045837,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.2/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.410000562667847,39.94810581207275,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.2/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.83999729156494,36.1579954624176,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_1.0/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.140001773834229,47.45813608169555,62.047335505485535,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/kd_std/2,,,,1.0,,,SWSL ResNet50,,0.0002
300,False,True,,False,100,,,24.779999256134033,36.058109998702996,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_0.4/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
921,False,True,,False,350,,,,,,0.1,KD_SupCon,resnet34,/work/dlclarge2/agnihotr-shashank-pruneshift/resnet34/supcon/imagenet100/kd_augmix,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,32.99000263214111,47.61136770248413,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.6/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.449998140335083,35.27241945266723,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.9/kd_0.5/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.420000553131104,49.24666285514831,66.32824540138245,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/prunning/crd/prune_0.3,0.3,L¹ Filter,1.4285714285714286,1.0,,,STD ResNet50,,0.0002
90,True,True,,True,30,,,17.079997062683105,35.43679714202881,57.55302608013153,0.056,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.3_lr_0.056_decay_8e-05/1,,,,1.0,,,AMDA ResNet50,,8e-05
90,True,True,,True,30,,,50.940001010894775,71.7960000038147,81.75116330385208,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.8_lr_0.039_decay_9e-05/3,,,,1.0,,,AMDA ResNet50,,9e-05
270,False,False,,False,90,,,10.799998044967651,52.94320583343506,65.69451689720154,0.1,KnowledgeDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/12,,,,1.0,,,STD ResNet50,,0.0002
90,True,True,,True,30,,,13.539999723434448,30.010133981704712,54.72064018249512,0.05,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.05_decay_1e-05/0,,,,1.0,,,AMDA ResNet50,,1e-05
0,False,False,,False,180,,,14.499998092651367,57.51307010650635,70.46042382717133,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/pruning/uniform_std/3,0.7,Not Listed!,3.333333333333333,1.0,,,,,0.0002
300,False,True,,False,100,,,26.980000734329224,37.85589337348938,,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/distillation/augmix/at,,,,1.0,,,AM ResNet50,,0.0002
6,False,False,,False,15,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-23/11-50-40,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,33.469998836517334,48.043161630630486,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.3/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,,True,30,,,14.259999990463257,31.63413405418396,54.92110848426819,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/subnets/resnet18/amda_amda/amda_amda/0,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,25.279998779296875,35.89410185813904,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.8/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,23.79000186920166,35.07484197616577,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.9/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,12.73999810218811,28.436267375946038,54.08691167831421,0.084,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.1_lr_0.084_decay_0.0/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,0.0
90,True,True,256.0,True,30,True,KnowledgeDistill,14.980000257492065,31.493330001831048,55.63243627548218,0.062,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_T_4_mix_0.0_lr_0.062_decay_5e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,5e-05
300,False,True,,False,100,,,24.879997968673706,35.96073389053345,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.0/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.59000062942505,40.72304964065552,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.2/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.780000686645508,42.07839965820312,59.654682874679565,0.1,KnowledgeDistill,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/30,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,99.00000002235176,99.00000095367432,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/cifar100/classification/from_epoch_100/from_batch_128,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,12.959998846054077,55.94053268432617,70.51862478256226,0.1,StandardLoss,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mnasnet/10,0.5,Random Weight,2.0,1.45,,,,,0.0002
138,True,True,,True,60,,,,,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/hydra_kd/pretrained_amda/3,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,14.079999923706055,32.43253231048584,55.61303794384003,0.016,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_1.0_lr_0.016_decay_4e-05/0,,,,1.0,,,AMDA ResNet50,,4e-05
270,False,False,,False,90,,,9.880000352859497,44.5949375629425,62.51293420791626,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_l1_channels_resnet18_std/2,0.1,L¹ Filter,1.1111111111111112,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,32.66000151634216,48.02757501602173,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.5/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.039997100830078,46.07173204421997,66.89730882644653,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/basemodels/scaled_resnet18/scaled_resnet18/4,,,,3.0,,,,,0.0002
90,True,True,,True,30,,,13.13999891281128,28.574132919311516,53.94464433193207,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/phase2/amda_amda_amda/0,,,,1.0,,,,,0.0002
0,False,True,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-23/16-01-01,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,33.12000036239624,46.27242088317871,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.6/kd_0.8/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,27.84000039100647,48.020273447036736,66.78090989589691,0.017,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.6_lr_0.017_decay_3e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,3e-05
270,False,False,,False,90,,,10.920000076293945,55.00186085700989,69.02483105659485,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mobilenet_v2/8,0.75,Global Weight,4.0,1.45,,,,,0.0002
90,True,True,,True,30,,,17.43999719619751,39.03999924659729,60.12027859687805,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/1,,,,1.0,,,AMDA ResNet50,,4e-05
300,False,True,,False,100,,,24.620002508163452,35.95326542854309,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.3/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
0,False,False,,False,90,,,,,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-03/22-17-51,,,,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.519999265670776,47.80187010765075,66.59984588623047,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/resnet18/0,0.25,L¹ Filter,1.3333333333333333,1.45,,,,,0.0002
90,True,True,,True,30,,,11.04000210762024,26.30106806755066,51.03466212749481,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/at_amda/1,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.879997968673706,35.96073389053345,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.8/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,25.26000142097473,45.54453492164612,65.43585062026978,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.5_lr_0.039_decay_2e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,2e-05
90,True,True,256.0,True,30,True,KnowledgeDistill,13.779997825622559,31.676268577575676,55.438438057899475,0.009,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.8_lr_0.009_decay_0.0001/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,0.0001
300,False,True,,False,100,,,23.879998922348022,34.71094369888305,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.8/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,14.020001888275146,33.10080170631408,56.00750148296356,0.016,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_1.0_lr_0.016_decay_4e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
90,True,True,,True,30,,,23.96000027656555,42.50373244285583,64.73098695278168,0.035,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.1_lr_0.035_decay_2e-05/2,,,,1.0,,,AMDA ResNet50,,2e-05
300,False,True,,False,100,,,25.059998035430908,35.98999977111816,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/distillation/augmix/crd,,,,1.0,,,AM ResNet50,,0.0002
300,False,True,,False,100,,,26.999998092651367,36.19378209114074,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/scaled_up/augmix,,,,1.45,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,29.40000295639038,49.749869108200066,69.36109662055969,0.131,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.5_lr_0.131_decay_7e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
90,True,True,256.0,True,30,True,KnowledgeDistill,13.620001077651978,31.911206245422356,55.309104919433594,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,2e-05
270,False,False,,False,90,,,9.50000286102296,48.88079762458801,62.48706579208374,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/prunning/kd/prune_0.2,0.3,L¹ Filter,1.4285714285714286,1.0,,,STD ResNet50,,0.0002
90,True,True,,True,30,,,46.880000829696655,66.94293022155762,79.16451096534729,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.2_lr_0.069_decay_7e-05/3,,,,1.0,,,AMDA ResNet50,,7e-05
300,False,True,,False,100,,,25.029999017715454,36.0034704208374,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.4/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
3,False,True,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-03-23/10-50-16,0.5,L¹ Filter,0.2,1.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,17.619997262954712,35.32293438911438,58.755820989608765,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.2_lr_0.069_decay_7e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
300,False,True,128.0,False,100,,,26.649999618530273,36.41968369483948,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/pruning/augmix/gw_0.25,0.25,Global Weight,1.3333333333333333,1.45,StandardLoss,False,,,0.0002
90,True,True,,True,30,,,24.65999722480774,44.92053389549255,63.819193840026855,0.092,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.0_lr_0.092_decay_3e-05/2,,,,1.0,,,AMDA ResNet50,,3e-05
15,True,True,,True,5,,,15.520000457763672,35.24320125579834,56.0463011264801,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/subnet/amda_kd/0,,,,1.0,,,AMDA ResNet50,,0.0002
540,False,False,,False,180,,,9.42000150680542,48.78160357475281,62.079668045043945,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_uniform_resnet18_std/1,0.3,Not Listed!,1.4285714285714286,1.0,,,STD ResNet50,,0.0002
90,True,True,,True,30,,,13.319998979568481,31.489866971969597,53.91877889633179,0.1,AttentionDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/at_amda,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,13.340002298355103,30.96907138824463,54.23564314842224,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/0,,,,1.0,,,AMDA ResNet50,,7e-05
90,True,True,,True,30,,,22.18000292778015,39.18826580047607,61.07087433338165,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/phase2/amda_amda_amda/higher_ratios/1/0,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,12.879997491836548,28.75386476516723,54.06104624271393,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/tune/resnet18/amda_amda_amda/amda_amda_amda/0,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,14.12000060081482,49.94266629219055,64.03259038925171,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/21,,,,1.0,,,AMDA ResNet50,,0.0001
540,False,False,,False,180,,,8.520001173019399,45.81546783447265,58.762285113334656,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_uniform_resnet18_std/4,0.1,Not Listed!,1.1111111111111112,1.0,,,SWSL ResNet50,,0.0002
180,True,True,,True,60,,,15.140002965927124,33.34720134735107,58.018624782562256,0.1,StandardLoss,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mnasnet/pruning_amda/10,0.5,Random Weight,2.0,1.45,,,,,0.0002
300,False,True,,False,100,,,25.029999017715454,36.0034704208374,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.0/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
270,False,False,,False,90,,,13.319998979568481,50.08612871170044,65.61045050621033,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/subnets/resnet18/amda_std/amda_std/1,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,14.2799973487854,50.5781352519989,66.90377593040466,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/mobilenet_v2/basic/classify,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,85.27999967336655,91.2999987602234,93.4751681983471,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/hydra_amda/3,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,14.12000060081482,45.67333459854126,61.219605803489685,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/24,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,9.65999960899352,31.754136085510247,55.98163604736328,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/kd_amda/0,,,,1.0,,,STD ResNet50,,0.0002
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/18,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
270,False,False,,False,90,,,10.680001974105835,41.67199730873108,59.73228216171265,0.1,KnowledgeDistill,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/kd_std/5,,,,1.0,,,AMDA ResNet50,,0.0002
